country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
D,3819,1997,4,28,,Saturday,"demonstration, protest march",demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,45,45,international,0,45000 Kurden demonstrieren in Düsseldorf gegen die Türkei,old data set (CH 90-99),
D,4267,2000,8,28,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,"gegen Bau von Verkehrsinfrastruktur (Strassen, Parkhäuser, Bahn, Flughafen etc.)",7,7,national,1,700 Personen demonstriertenam Samstag in Kelsterbach gegen den gelplanten Flughafenausbau Frankfurt,old data set (CH 90-99),
D,5298,2007,11,26,,,"demonstration, protest march",demonstrative,Environment,environment,gegen konventionelle Projekte der Energieerzeugung,.1,.1,national,1,100 Menschen demonstrieren in Ensdorf gegen den Bau eines Steinkohlekraftwerks.,new data set,
D,4039,1998,12,21,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.5,.5,international,0,jeweils mehrere Hundert demonstrieren in europäischen Städten gegen Luftangriffe auf Irak,old data set (CH 90-99),
D,4672,2003,3,24,,Saturday,"demonstration, protest march",demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,25,25,international,1,25000 Kurden demonstrierten am Samstag in Frankfurt gegen Krieg in Irak und für friedliche Lösung der Kurden-Frage,old data set (CH 90-99),
D,5273,2007,9,24,,,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,40,40,national,0,40 000 Menschen demonstrieren in Kalkar gegen den Bau eines Atomkraftwerks.,new data set,
D,4791,2004,3,22,,Weekend,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.1,.1,national,1,NPD-Aufmarsch in Wilhelmshaven mit 100 Teilnehmern,old data set (CH 90-99),
D,5110,2006,12,11,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.2,.2,national,0,Demonstration von 200 Rechtsextremisten in Berlin,new data set,
D,4640,2003,1,20,,Saturday,"demonstration, protest march",demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),.1,.1,national,0,"100 Lehrer und Schüler demonstrierten am Samstag in Frankfurt gegen die Zustände in der Schule, gegen Lehrermangel",old data set (CH 90-99),
D,4317,2000,10,30,,,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,7,7,national,0,7000 Gegendemonstranten bei Aufmarsch von Rechtsextremen,old data set (CH 90-99),
D,4448,2001,6,18,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,5,5,national,1,"""Mehrere Tausend Menschen haben am Samstag gegen einen Aufmarsch der rechtsextremen NPD demonstriert""",old data set (CH 90-99),
D,4873,2005,1,31,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.43,.43000001,national,0,430 Neonazis demonstrieren in Kiel,old data set (CH 90-99),
D,4918,2005,6,6,,Sunday,"demonstration, protest march",demonstrative,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",50,50,national,1,50000 Radfahrer bei Sternfahrt in Berlin für Radlerrechte,old data set (CH 90-99),
D,4179,2000,3,6,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,national,0,1000 Personen demonstrierten gegen NPD-Aufmarsch in Braunschweig,old data set (CH 90-99),
D,4023,1998,11,16,,Weekend,"demonstration, protest march",demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,,1,international,0,Kurden demonstrierten unter anderem in mehreren deutschen Städten gegen die Festnahme von Abdullah Öcalan,old data set (CH 90-99),
D,4335,2000,12,11,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.12,.12,national,0,"120 Neonazis marschieren in Köln auf, um ihre rechtsradikale Gesinnung zu demonstrieren.",old data set (CH 90-99),
D,5631,2011,6,20,,Sunday,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,.18,.18000001,national,0,180 Atomkraftgegner demonstrieren am Reaktor Biblis gegen einen möglichen Stand-By-Betrieb.,new data set,
D,3538,1995,12,4,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,für Tierschutz,.011,.011,national,1,11 Tierschützer protestieren in Hamburg nackt gegen das Tragen von Pelzen,old data set (CH 90-99),
D,4735,2003,9,1,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),Lohnfragen,.5,.5,regional,1,mehrere hundert Beamte protestieren in Cuxhaven gegen Kürzung des Weihnachtsgeldes,old data set (CH 90-99),
D,4676,2003,3,24,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,10,10,international,0,10000 Menschen demonstrieren gegen den Krieg im Irak in Nürnberg,old data set (CH 90-99),
D,5416,2008,12,8,,Saturday,"demonstration, protest march",demonstrative,Environment,environment,für alternative Energie (inkl. Sparprogramme),,1,national,0,"Demonstrationen zum weltweiten ""Klima-Aktionstag"" in verschiedenen deutschen Städten.",new data set,
D,4973,2006,1,30,,Weekend,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,für autonomen Wohnraum,.35,.34999999,national,0,350 Menschen bei Demonstration für Bauwagen und experimetelles Wohnen,new data set,
D,5055,2006,6,19,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.15,.15000001,national,1,150 Menschen bei einer Kundgebung gegen Rechtsextremismus in Halle,new data set,
D,4941,2005,9,5,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1.4,1.4,national,0,1400 Demonstranten versammeln sich zu Protesten gegen NPD-Aufmarsch,old data set (CH 90-99),
D,4772,2004,1,12,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.2,.2,national,0,"""Am Samstag versuchten rund 200 Gegendemonstranten den Aufmarsch der Neonazis gegen das ""Landser""-Urteil zu stören""",old data set (CH 90-99),
D,4531,2001,12,3,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,,1,national,0,Gegendemonstartion gegen Rechten Aufmarsch in Berlin,old data set (CH 90-99),
D,4951,2005,9,12,,Monday,"demonstration, protest march",demonstrative,Countermobilization NSM,environment,Gegenmobilisierung zu Verkehrsfragen,.07,.07,national,0,70 Befürworter des Flughafenausbaus demonstrieren in Offenbach,old data set (CH 90-99),
D,5278,2007,10,8,,Friday,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,anderes (Autonomenbewegung),1.5,1.5,national,1,Nachttanzdemo in Frankfurt eskaliert in Gewalt.,new data set,
D,3953,1998,3,23,,Weekend,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,1,national,0,Demonstration gegen Castortransport in Ahaus,old data set (CH 90-99),
D,4727,2003,7,21,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.13,.13,national,1,130 NPD-Anhänger demonstrieren in Hamburg,old data set (CH 90-99),
D,4978,2006,1,30,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,,1,national,0,Kundgebung von Neonazis in Lüneburg,new data set,
D,3981,1998,6,22,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",50,50,national,1,50000 Menschen demonstrieren in Berlin gegen die Regierung Kohl und fordern eine andere Politik,old data set (CH 90-99),
D,4603,2002,9,16,,Weekend,"demonstration, protest march",demonstrative,Labor,welfare,gegen neoliberale Politik (ohne konkretere Zielangabe; im nationalen Rahmen),40,40,national,1,40 000 demonstrieren bei Aktionstag von Attac und Gewerkschaftsjugend in Köln für grundsätzlichen Politikwechsel,old data set (CH 90-99),
D,4706,2003,5,5,,Saturday,"demonstration, protest march",demonstrative,Foreigners internal,immigration,Ausländermobilisierung: gegen Situation im Aufenthaltsland,,1,national,1,Exilpolitiker aus Togo demonstrieren gegen Abschiebungen in ihre Heimat in Bremen,old data set (CH 90-99),
D,4192,2000,3,27,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.1,.1,national,0,100 Rechte trafen sich am Samstag in Frankfurt zu einer Neonazikundgebung,old data set (CH 90-99),
D,4300,2000,10,9,,Sunday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,5,5,local,0,NPD-Gegner demonstrieren vor der Bundeszentrale der Partei,old data set (CH 90-99),
D,3961,1998,4,6,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.05,.050000001,national,1,50 Bürger demonstrierten am Samstag in Petersberg gegen die Landesdelegiertenversammlung der Rechtsextremen Republikaner,old data set (CH 90-99),
D,4362,2001,2,12,,Saturday,"demonstration, protest march",demonstrative,Regionalist mobilization,others,"regionale Emanzipation, Verteidigung regionaler Interessen",10,10,national,1,"10000 demonstrierten am Samstag in Norddeutschland gegen geplante Schließungen von Bundeswehrstandorten und fordern ""Härtefonds"" für betroffene Regionen",old data set (CH 90-99),
D,3618,1996,4,29,,Sunday,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,1,national,1,Demonstration in Gedenken an Tschernobyl-Unglück in Breisach,old data set (CH 90-99),
D,5236,2007,7,2,,,"demonstration, protest march",demonstrative,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",,1,regional,0,Anwohner der dem geplanten Supermarkt nahe gelegenen Franz-Dietz-Straße kündigen Protest wegen drohender Lärmbelästigung an. ,new data set,
D,5591,2011,4,26,,Friday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,"für allgemeine, abstrakte Ziele (für Frieden)",,1,international,0,Ostermärsche in verschiedenen hessischen Städten.,new data set,
D,4427,2001,4,17,,Monday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.15,.15000001,national,0,150 Rechtsradikale demonstrieren in Hagen,old data set (CH 90-99),
D,5596,2011,4,26,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,"für allgemeine, abstrakte Ziele (für Frieden)",,1,international,0,Ostermärsche in einigen hessischen Städten.,new data set,
D,4959,2005,11,7,,Weekend,"demonstration, protest march",demonstrative,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",5,5,national,1,mehrere tausend Menschen demonstrieren in Berlin gegen Sozialabbau,old data set (CH 90-99),
D,4904,2005,5,2,,Sunday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.3,.30000001,national,0,Aufmarsch von 300 Neonazis in Nürnberg,old data set (CH 90-99),
D,5545,2009,11,9,,Saturday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.09,.090000004,national,1,90 NPD-Anhänger nehmen an Aufmarsch durch Firedberg teil,new data set,
D,4639,2003,1,20,,,"demonstration, protest march",demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,,1,international,0,"In München, Köln und Bonn gab es Proteste gegen den geplanten Irak-Krieg der USA",old data set (CH 90-99),
D,4351,2001,1,29,,Weekend,"demonstration, protest march",demonstrative,Farmers,economic (others),Bauernmobilisierung,1,1,national,0,Tausende demonstrieren gegen keulung der ganzen Herde bei einem BSE-Fall in Rendsburg,old data set (CH 90-99),
D,3780,1997,2,24,,Sunday,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,3,3,national,0,3000 Atomkraftgegner demonstrierten am Sonntag in Kirchheim am Neckar gegen den geplanten Atommülltransport in das Zwischenlager Gorleben,old data set (CH 90-99),
D,4995,2006,3,13,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.3,.30000001,national,0,300 Menschen demonstrieren gegen Naziaufmarsch am Sodatenfriedhof in Halbe,new data set,
D,4630,2002,12,16,,Saturday,"demonstration, protest march",demonstrative,Labor,economic (others),Lohnfragen,40,40,national,1,40000 Demonstranten gegen Nullrunde im Öffentlichen Dienst,old data set (CH 90-99),
D,4970,2006,1,16,,Wednesday,"demonstration, protest march",demonstrative,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",,1,national,1,Ärzte kündigen Großdemonstration in Berlin gegen Gesundheitsreform an,new data set,
D,5707,2011,12,12,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,3.5,3.5,national,1,3500 Menschen nahmen am Samstag in Kassel an einer Demonstration gegen rechts-motivierte Morde teil,new data set,
D,4184,2000,3,13,,Saturday,"demonstration, protest march",demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),40,40,national,1,"""Zehntausende protestierten in Berlin gegen die Bildungspolitik""",old data set (CH 90-99),
D,4754,2003,11,24,,Weekend,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.5,.5,local,1,500 demonstrierten in Marienfels gegen die Erhaltung eines SS-Ehrenmals,old data set (CH 90-99),
D,4840,2004,10,4,,Sunday,"demonstration, protest march",demonstrative,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",3,3,national,0,3000 Teilnehmer bei Sternmarsch in Berlin gegen Hartz IV-Reformen,old data set (CH 90-99),
D,4359,2001,2,12,,Saturday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,7.5,7.5,national,0,7500 Menschen demonstrieren gegen Rechtsextremismus in Hagen,old data set (CH 90-99),
D,3605,1996,4,9,,Monday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,"für allgemeine, abstrakte Ziele (für Frieden)",.7,.69999999,national,1,700 demonstrieren bei Ostermarsch in Frankfurt für Frieden,old data set (CH 90-99),
D,3933,1998,2,16,,Saturday,"demonstration, protest march",demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),2,2,regional,1,"""2000 Eltern, Lehrer und Schüler demonstrierten am Samstag in München gegen Einsparmaßnahmen in der Bildung """,old data set (CH 90-99),
D,3424,1995,6,6,,Friday,"demonstration, protest march",demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",.111,.111,national,1,111 Arbeiter demonstrieren mit Autokorso nach Stuttgart gegen Werksschließung,old data set (CH 90-99),
D,4318,2000,10,30,,,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.08,.079999998,national,0,Aufmarsch von 80 Rechtsextremen in Kassel,old data set (CH 90-99),
D,3884,1997,9,22,,Sunday,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.5,.5,national,1,Linke demonstrieren in HH gegen DVU,old data set (CH 90-99),
